,genre,tempo,time sig,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,Artist,Track,preview
13649,dance,129.0,4,1,0.000243,0.924,0.42,0.214,0.403,-11.67,0.578,0.455,Mr. Oizo,Flat Beat,
13650,dance,124.0,4,1,0.172,0.683,0.805,0.000231,0.357,-5.24,0.353,0.834,Disclosure,Holding On,
13651,dance,140.0,4,0,0.00523,0.698,0.652,0.784,0.0789,-7.633,0.0506,0.314,Paces,Bamboo,
13652,dance,122.0,4,0,0.182,0.641,0.801,0.000469,0.133,-3.872,0.0297,0.359,Dom Dolla,Define,https://p.scdn.co/mp3-preview/b131068d35920b6c0a99cc88efcb32166ea2fd16?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13653,dance,130.0,4,0,0.00233,0.502,0.8,0.00034,0.449,-5.3,0.0546,0.41,Glover,Hold On (Radio Edit),
13654,dance,121.0,4,1,0.00356,0.956,0.795,0.889,0.0906,-5.311,0.15,0.841,Daft Punk,Around the World,https://p.scdn.co/mp3-preview/6abb7faeef25296b79498738dbbfc398700944dc?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13655,dance,126.0,4,1,0.00549,0.672,0.615,0.062,0.416,-5.609,0.344,0.378,Stardust,"Music Sounds Better With You - 12"" Club Mix",
13656,dance,109.0,4,0,0.468,0.885,0.518,0.00165,0.0999,-9.249,0.0887,0.524,Cherokee,Don't Matter (feat. Darianna Everett),
13657,dance,130.0,4,1,0.00406,0.72,0.587,0.000178,0.109,-6.458,0.0318,0.313,Life of Dillon,Overload - The Chainsmokers Remix,https://p.scdn.co/mp3-preview/40161a41f13df806c9db37d44f0c2a8cd984ed8b?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13658,dance,112.0,4,0,0.195,0.793,0.825,8.53e-06,0.0889,-2.708,0.0547,0.674,Ella Henderson,Ghost - Oliver Nelson Remix,https://p.scdn.co/mp3-preview/234bff2726701c2940ea99587b2ffe9cd1e3fba7?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13659,dance,130.0,4,0,6.26e-05,0.652,0.939,0.92,0.104,-6.293,0.284,0.38,Fafa Monteco,Girls from San Remo,
13660,dance,101.0,4,0,0.0282,0.674,0.932,0.71,0.684,-4.424,0.0859,0.728,Dillon Francis,Get Low,https://p.scdn.co/mp3-preview/70392bb468372764955b4c0e56976b26b9dfb917?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13661,dance,85.0,4,1,0.0246,0.507,0.824,0.0451,0.0848,-2.501,0.0526,0.0394,Jai Wolf,Indian Summer,https://p.scdn.co/mp3-preview/7e9ae33b812a6a80652c6c3226cbafaad8bfb689?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13662,dance,128.0,4,0,0.335,0.567,0.746,0.0,0.392,-3.748,0.0511,0.578,Avicii,Waiting For Love,
13663,dance,128.0,4,0,0.000355,0.613,0.893,0.414,0.747,-3.481,0.0478,0.296,Quintino,Devotion - Radio Edit,
13664,dance,125.0,4,1,0.000373,0.729,0.843,0.678,0.355,-6.0,0.0482,0.648,Disclosure,Bang That,
13665,dance,124.0,4,0,0.00187,0.788,0.883,0.863,0.103,-10.551,0.0747,0.329,Adonis,No Way Back (Vocal Mix),
13666,dance,128.0,4,1,0.00699,0.751,0.747,0.625,0.156,-6.216,0.191,0.213,Dada Life,Happy Violence - Instrumental,
13667,dance,128.0,4,1,0.00032,0.668,0.982,0.114,0.253,-2.46,0.0433,0.415,Charli XCX,Break the Rules - Tiësto Remix,https://p.scdn.co/mp3-preview/8a1ac012ee314e1a7d94b98d95ef61d36b569ea5?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13668,dance,120.0,4,0,0.0017,0.8,0.976,0.857,0.115,-8.287,0.0453,0.753,Lifelike,Ready 4 Love,https://p.scdn.co/mp3-preview/8376f2514cb561548fa1b627852d6e3e9334377e?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13669,dance,126.0,4,0,0.0157,0.572,0.81,6.53e-06,0.13,-5.791,0.0558,0.11,Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,
13670,dance,160.0,4,0,0.0523,0.542,0.879,0.0,0.171,-1.427,0.0921,0.118,Jack Ü,Take Ü There (feat. Kiesza),https://p.scdn.co/mp3-preview/ddc4594a74270454dd560a522028d54e7f9243a1?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13671,dance,122.0,4,0,0.0079,0.833,0.697,0.87,0.0321,-5.323,0.0837,0.42,Pantheon,Like That,
13672,dance,124.0,4,1,0.021,0.919,0.929,0.911,0.322,-4.545,0.0963,0.412,Shadow Child,23,https://p.scdn.co/mp3-preview/29c35c585b92af2cc07ed10bd8f999c6311a7367?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13673,dance,150.0,4,0,0.0254,0.573,0.941,0.000291,0.182,-3.593,0.0483,0.624,Major Lazer,Roll the Bass,
13674,dance,124.0,4,0,0.0337,0.779,0.944,0.00547,0.132,-2.846,0.0792,0.829,Hardrive,Deep Inside,
13675,dance,114.0,4,0,0.00441,0.586,0.613,0.000183,0.0853,-5.593,0.0386,0.319,Demi Lovato,Cool for the Summer,
13676,dance,123.0,4,0,0.0271,0.7,0.71,0.0231,0.0626,-8.44,0.039,0.78,The Six,Unfinished Sympathy (feat. Jasmine Thompson),https://p.scdn.co/mp3-preview/e6b9c121a86b82623e47db2a10a5f1829da7e68d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13677,dance,90.0,4,0,0.124,0.632,0.592,0.0,0.53,-9.735,0.162,0.499,Young Thug,I Know There's Gonna Be (Good Times) [feat. Popcaan],
13678,dance,128.0,4,1,0.0215,0.716,0.92,0.522,0.115,-5.434,0.0709,0.106,Suyano,Switch Up - Radio Edit,
13679,dance,125.0,4,0,0.00162,0.52,0.825,0.0,0.711,-2.171,0.046,0.264,Madeon,The City,https://p.scdn.co/mp3-preview/e733acb25122f459229a7bdf21f339b4d536c640?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13680,dance,120.0,4,1,0.18,0.766,0.549,0.069,0.209,-10.578,0.0778,0.255,Golden Features,No One (feat. Thelma Plum),
13681,dance,128.0,4,0,0.006,0.788,0.921,0.00372,0.105,-3.21,0.055,0.551,Rihanna,Bitch Better Have My Money - R3hab Remix,
13682,dance,145.0,4,0,0.055,0.613,0.765,0.0,0.205,-2.974,0.0568,0.335,Cash Cash,"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",https://p.scdn.co/mp3-preview/5b801a6e5c9130b446d4e3eaad8315908856d071?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13683,dance,116.0,4,0,0.388,0.915,0.46,0.109,0.258,-9.564,0.057,0.395,Jerry Folk,Futura,https://p.scdn.co/mp3-preview/3a6c55e7ce9faa251960bd576ec807b08e069421?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13684,dance,128.0,4,1,0.000972,0.707,0.924,0.00703,0.204,-2.842,0.031,0.919,Calvin Harris,Feel So Close - Radio Edit,https://p.scdn.co/mp3-preview/1bb301a77b9116d35a5dfba254d7756482f565dc?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13685,dance,141.0,4,1,0.0327,0.531,0.693,0.74,0.399,-7.102,0.069,0.542,Hudson Mohawke,Chimes,
13686,dance,124.0,4,1,0.188,0.681,0.948,0.00103,0.149,-4.198,0.0607,0.675,Sigala,Easy Love,
13687,dance,168.0,5,1,0.171,0.338,0.703,0.767,0.3,-7.376,0.0649,0.69,Jacques Greene,Another Girl,
13688,dance,128.0,4,1,0.0021,0.524,0.866,0.000109,0.117,-5.684,0.0836,0.319,Dada Life,Kick Out The Epic Motherf**ker - Vocal Version,
13689,dance,126.0,4,0,0.000319,0.865,0.675,0.916,0.0766,-5.227,0.0518,0.306,Laidback Luke,Snap That Neck (Radio Edit),
13690,dance,125.0,4,1,0.093,0.628,0.593,1.65e-06,0.096,-5.036,0.0323,0.104,Ariana Grande,One Last Time,
13691,dance,100.0,4,0,0.00107,0.818,0.799,0.128,0.057,-4.1,0.156,0.0815,DJ Snake,Turn Down for What,https://p.scdn.co/mp3-preview/fde5f6c570eb2ecaca797c0984a247a47d3fdc21?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13692,dance,145.0,4,1,0.000643,0.56,0.886,0.000137,0.133,-4.025,0.0321,0.23,Yellow Claw,Till It Hurts,
13693,dance,126.0,4,0,0.000208,0.479,0.829,0.365,0.12,-2.284,0.0514,0.146,Madeon,Icarus,https://p.scdn.co/mp3-preview/255c221d7819f10b9b2e0f1cf8b223455a801e3d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13694,dance,120.0,4,0,0.0201,0.929,0.677,9.83e-05,0.0683,-8.098,0.04,0.793,Claptone,Dear Life (feat. Jaw),
13695,dance,130.0,4,1,0.000106,0.523,0.945,0.795,0.168,-3.575,0.0342,0.206,David Gravell,The Last Of Us - Alexander Popov Remix,https://p.scdn.co/mp3-preview/5c890a0bbbe0716ffbe5e9dd6c022d051b658d77?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13696,dance,126.0,4,0,0.00487,0.572,0.49,0.000518,0.0403,-5.987,0.176,0.343,Alesso,Clash - Original Mix,
13697,dance,118.0,4,1,0.146,0.777,0.663,1.52e-05,0.174,-6.117,0.0305,0.614,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,https://p.scdn.co/mp3-preview/749195fe74fbf90815604bf95e5b5497a24befd4?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13698,dance,127.0,4,1,0.0102,0.701,0.833,0.00161,0.365,-3.552,0.0439,0.894,Basement Jaxx,Romeo (Radio Edit),
13699,dancehall,107.0,4,0,0.0972,0.482,0.907,0.0,0.0489,-4.365,0.0397,0.93,Gyptian,Hold You [Hold Yuh] - Soca Refix,https://p.scdn.co/mp3-preview/34f7dd39f80ca034550bbb5e05a7cae566264eb2?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13700,dancehall,104.0,4,0,0.028,0.753,0.771,0.0,0.0434,-4.556,0.0862,0.91,Sean Paul,Ever Blazin',https://p.scdn.co/mp3-preview/a278eab5bcc63b2e15376d49450335fa29939ed0?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13701,dancehall,94.0,4,1,0.313,0.707,0.781,0.000366,0.0943,-5.712,0.0818,0.789,Busy Signal,Set Up,
13702,dancehall,94.0,4,0,0.0852,0.613,0.573,0.0,0.118,-8.481,0.422,0.806,Tony Matterhorn,Goodas,
13703,dancehall,94.0,4,0,0.0103,0.69,0.85,0.0,0.159,-3.743,0.335,0.799,Mavado,Aktion Pak,
13704,dancehall,101.0,4,1,0.081,0.723,0.76,0.0,0.0774,-3.56,0.0321,0.849,Tommy Lee,Live We Life,
13705,dancehall,140.0,4,1,0.00788,0.66,0.811,0.0,0.0145,-5.448,0.332,0.821,Tanya Stephens,It's A Pity,https://p.scdn.co/mp3-preview/fc9b52bd1a0ab6fa38f677d10e171e40c00236b8?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13706,dancehall,83.0,4,0,0.2,0.462,0.659,0.0,0.249,-5.854,0.0925,0.554,Chris Martin,My Ex-Girl,
13707,dancehall,172.0,4,0,0.0245,0.581,0.68,0.0,0.126,-5.248,0.178,0.427,Vybz Kartel,Romping Shop (Raw),
13708,dancehall,107.0,4,0,0.135,0.947,0.588,5.26e-06,0.0973,-6.274,0.2,0.315,Kalash,Pran pié,https://p.scdn.co/mp3-preview/7d2c5c6e08bd185318954a631ba9a61f5f4b4622?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13709,dancehall,177.0,4,1,0.171,0.726,0.609,0.0,0.073,-6.592,0.269,0.59,Raske Penge,Bor Her,
13710,dancehall,116.0,4,1,0.065,0.693,0.866,0.0,0.22,-3.587,0.259,0.859,Elephant Man,Dip Again - feat. Ding Dong,https://p.scdn.co/mp3-preview/557a3b3e5ac582adf9cf1b2b190d51b70535adac?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13711,dancehall,90.0,4,1,0.0326,0.747,0.692,0.0,0.211,-5.206,0.0877,0.729,Demarco,Show It,
13712,dancehall,94.0,4,0,0.00164,0.75,0.695,0.0,0.164,-8.516,0.252,0.498,"Cnn (capone-n-n.o.r.e), Wayne Wonder, Lexxus",Anything Goes,
13713,dancehall,67.0,3,1,0.354,0.691,0.573,0.0,0.251,-4.864,0.189,0.434,Lady Saw,Me Hold Yuh,
13714,dancehall,125.0,4,0,0.106,0.951,0.6,0.0,0.0712,-4.675,0.0685,0.822,Sean Paul,Temperature,https://p.scdn.co/mp3-preview/c1ee0ed6fce41fc3ab320cbacdbfcffd197af3a3?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13715,dancehall,195.0,4,1,0.447,0.661,0.682,0.0,0.0943,-5.546,0.423,0.912,Buju Banton,Batty Rider,
13716,dancehall,172.0,4,0,0.313,0.659,0.38,0.0,0.0921,-15.425,0.381,0.612,Vybz Kartel,Romping Shop - Raw Version,
13717,dancehall,174.0,4,0,0.435,0.714,0.824,0.0,0.11,-5.077,0.271,0.753,Beenie Man,Slam,
13718,dancehall,96.0,4,1,0.156,0.892,0.57,0.0,0.258,-11.44,0.0879,0.872,Shabba Ranks,Trailor Load a Girls,https://p.scdn.co/mp3-preview/5464b26aebfc48b848fa6cca08f16c416a3c869d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13719,dancehall,110.0,4,0,0.0743,0.679,0.756,0.0,0.115,-6.053,0.427,0.546,Lady Saw,Chat To Mi Back,
13720,dancehall,95.0,4,1,0.0116,0.76,0.612,0.0,0.12,-6.403,0.219,0.675,Tanto Metro & Devonte,Give It To Her,https://p.scdn.co/mp3-preview/548abc8c37816341a83af9dc5a460dad53974692?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13721,dancehall,89.0,4,0,0.116,0.782,0.671,0.0,0.11,-5.571,0.203,0.882,Ce'Cile,When Your Gone,
13722,dancehall,92.0,4,1,0.191,0.618,0.755,0.0,0.263,-3.489,0.298,0.646,Vybz Kartel,Open Up,https://p.scdn.co/mp3-preview/53e4829d2f174a1814cd46a1a16b2f0191678028?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13723,dancehall,110.0,4,0,0.264,0.788,0.882,0.0,0.381,-5.279,0.334,0.701,Elephant Man,Egyptian Dance,
13724,dancehall,129.0,5,0,0.0454,0.617,0.736,0.0,0.49,-4.938,0.357,0.621,Konshens,From Yuh See Me - Raw,
13725,dancehall,140.0,4,1,0.123,0.77,0.791,0.0,0.0698,-5.271,0.052,0.731,EaggerStunn,Armagedion,
13726,dancehall,87.0,4,0,0.142,0.663,0.708,0.0,0.171,-4.704,0.315,0.74,I Wayne,Can't Satisfy Her,
13727,dancehall,85.0,4,1,0.0131,0.415,0.833,0.0,0.334,-3.27,0.122,0.367,Ding Dong Feat. Chevaughn Clayton,Holiday,https://p.scdn.co/mp3-preview/e8c58f42ea9a731ddb969f469461e170c552e965?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13728,dancehall,88.0,4,1,0.034,0.721,0.624,1.67e-06,0.099,-6.963,0.0761,0.483,Raske Penge og TopGunn,Dolly,
13729,dancehall,99.0,4,1,0.000155,0.779,0.64,0.00077,0.101,-8.415,0.159,0.498,Rihanna,Pon de Replay,
13730,dancehall,104.0,4,0,0.639,0.838,0.634,0.0,0.117,-7.851,0.191,0.627,Popcaan,hustle food,
13731,dancehall,125.0,4,0,0.354,0.959,0.643,2.2e-06,0.171,-5.482,0.354,0.885,Sean Paul,Evening Ride,https://p.scdn.co/mp3-preview/11d0654fb5c3e30f9234923b789550ff1f6bd9d9?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13732,dancehall,87.0,4,0,0.254,0.674,0.443,0.0,0.134,-7.083,0.0982,0.497,Jah Cure,What Will It Take,https://p.scdn.co/mp3-preview/0915e938fefe7a379a22c619b2eec7811d6f606d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13733,dancehall,126.0,3,1,0.287,0.584,0.858,0.0,0.519,-3.759,0.351,0.632,Elephant Man,Miley Cyrus (Twerk),
13734,dancehall,105.0,4,1,0.14,0.694,0.731,0.0,0.275,-4.405,0.348,0.542,Vybz Kartel,Sex & the City,
13735,dancehall,96.0,4,1,0.411,0.695,0.658,0.0,0.152,-6.152,0.368,0.804,Mr. Vegas,Heads High,https://p.scdn.co/mp3-preview/4d17eb66827e44271f012adb8fe3522ff212ce0d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13736,dancehall,62.0,4,1,0.147,0.734,0.662,2.87e-06,0.192,-4.325,0.117,0.517,Kat Deluna,Whine Up,
13737,dancehall,133.0,5,1,0.251,0.618,0.589,2.87e-06,0.0715,-6.139,0.369,0.864,T.O.K,She's Hot,
13738,dancehall,76.0,4,1,0.238,0.608,0.912,3.05e-06,0.174,-1.698,0.0673,0.96,Wayne Marshall,My Heart (feat. Mavado),
13739,dancehall,117.0,4,1,0.3,0.903,0.868,0.0,0.0647,-3.954,0.275,0.872,Sean Paul,We Be Burnin' - Legalize It,
13740,dancehall,111.0,5,1,0.0981,0.447,0.778,0.0,0.45,-7.216,0.16,0.714,Pato Siebenhaar,Din Mor,
13741,dancehall,76.0,4,0,0.136,0.74,0.835,0.0,0.22,-5.02,0.0476,0.964,Klumben,Mit Hjerte,
13742,dancehall,125.0,4,1,0.379,0.843,0.9,1.11e-05,0.113,-4.914,0.0668,0.85,D'banj,Oliver Twist,
13743,dancehall,98.0,4,0,0.755,0.647,0.663,0.0,0.138,-11.551,0.367,0.841,Vybz Kartel,Thank You Jah,https://p.scdn.co/mp3-preview/fd23a32e72648e26fb630acdd747e29f933eace5?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13744,dancehall,95.0,4,0,0.106,0.749,0.764,0.0,0.121,-5.916,0.145,0.423,Christopher Martin,Na Na Na,
13745,dancehall,126.0,4,1,0.163,0.892,0.895,0.0,0.185,-3.065,0.157,0.961,Fuse ODG,Azonto (feat. Tiffany),
13746,dancehall,132.0,5,0,0.504,0.635,0.619,0.0,0.314,-5.37,0.427,0.768,I-Octane,Badda Than Dem,
13747,dancehall,113.0,5,1,0.379,0.608,0.931,0.0,0.25,-5.403,0.424,0.757,Elephant Man,Shizzle Ma Nizzle,
13748,dancehall,82.0,4,1,0.0367,0.824,0.491,0.0,0.0784,-11.052,0.461,0.583,Klumben,Faxe Kondi,
13749,death-metal,130.0,4,1,0.000242,0.318,0.986,0.232,0.0804,-6.82,0.143,0.0998,Cannibal Corpse,Unleashing the Bloodthirsty,https://p.scdn.co/mp3-preview/994eb4b7296eef2f68548a9e1331a4a2049639f1?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13750,death-metal,141.0,4,1,4.86e-06,0.219,0.987,0.579,0.272,-5.211,0.186,0.103,Entombed,The Truth Beyond,https://p.scdn.co/mp3-preview/bf9d7ed33aaa3b181bb0fadf476ff584de15919e?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13751,death-metal,93.0,4,0,0.00744,0.65,0.95,0.446,0.0952,-6.272,0.0905,0.766,Metalocalypse: Dethklok,Bloodrocuted,https://p.scdn.co/mp3-preview/06b853c1305cfab498b1b6fd444dbc594116ea20?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13752,death-metal,105.0,4,0,8.32e-05,0.301,0.961,0.15,0.0786,-9.456,0.161,0.236,Malevolent Creation,Slaughter of Innocence,https://p.scdn.co/mp3-preview/1e6d856fd5512e4b913adc56fcda4461e3e2303d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13753,death-metal,122.0,4,1,3.37e-06,0.416,0.972,4.06e-05,0.314,-4.966,0.112,0.157,Insomnium,Through The Shadows,
13754,death-metal,110.0,4,0,8.36e-06,0.455,0.997,0.898,0.138,-4.992,0.0633,0.529,Meshuggah,Combustion,
13755,death-metal,134.0,4,1,9.87e-06,0.191,0.99,0.0426,0.0919,-6.007,0.15,0.036,Bolt Thrower,Dark Millennium,https://p.scdn.co/mp3-preview/ae8ae225438c2ca660cc53f6de8309b1558510e5?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13756,death-metal,128.0,4,1,2.56e-06,0.409,0.948,0.801,0.241,-4.584,0.0665,0.145,Nile,Permitting The Noble Dead To Descend To The Underworld,
13757,death-metal,131.0,4,1,5.63e-05,0.512,0.996,0.000167,0.347,-2.1,0.114,0.0601,Lamb of God,Redneck,
13758,death-metal,115.0,4,1,1.66e-05,0.496,0.987,0.449,0.0328,-3.461,0.0779,0.269,Children Of Bodom,In Your Face,
13759,death-metal,195.0,4,1,1.56e-05,0.36,0.871,0.798,0.324,-5.193,0.0554,0.208,Metalocalypse: Dethklok,The Gears,https://p.scdn.co/mp3-preview/2632404fea86faa0ca03c29e719c220ee909db5a?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13760,death-metal,182.0,4,1,4.05e-05,0.406,0.964,0.612,0.0556,-4.453,0.0476,0.559,Amon Amarth,Father of the Wolf,https://p.scdn.co/mp3-preview/65992ddb566f5b74aaeb179b0d16df19ccdf315c?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13761,death-metal,106.0,3,0,0.000147,0.268,0.99,0.566,0.339,-4.917,0.118,0.222,Suffocation,Beginning of Sorrow,
13762,death-metal,118.0,4,1,3.13e-06,0.465,0.98,0.12,0.13,-4.257,0.0706,0.131,Insomnium,Where The Last Wave Broke,
13763,death-metal,116.0,4,1,0.000344,0.344,0.993,0.0155,0.325,-4.241,0.234,0.0512,Decapitated,Perfect Dehumanisation (The Answer?),
13764,death-metal,111.0,4,1,7.51e-06,0.297,0.981,0.493,0.123,-6.141,0.0735,0.147,Obituary,Corrosive,https://p.scdn.co/mp3-preview/3df2bfa3fdc5691b692300e10d1e1e2c21bd72d9?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13765,death-metal,110.0,4,1,0.0003,0.343,0.981,0.876,0.254,-4.921,0.111,0.253,Deicide,From Darkness Come,https://p.scdn.co/mp3-preview/85eec09740134311dfe11cceaa332903a8ef5dce?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13766,death-metal,141.0,4,0,1.77e-05,0.209,0.992,0.923,0.336,-3.638,0.198,0.202,In Flames,December Flower,
13767,death-metal,107.0,4,1,0.00119,0.329,0.942,0.906,0.34,-8.356,0.126,0.451,Suffocation,Effigy of the Forgotten,https://p.scdn.co/mp3-preview/06f4624d14033a912649bb8eafbc2b495a927cd9?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13768,death-metal,119.0,4,1,1.72e-05,0.332,0.984,0.574,0.279,-4.914,0.209,0.0861,Aborted,Coronary Reconstruction,
13769,death-metal,105.0,4,0,9.06e-05,0.324,0.994,0.347,0.0916,-4.366,0.141,0.0841,Slayer,Angel Of Death,
13770,death-metal,61.0,3,0,0.174,0.231,0.675,0.932,0.624,-15.206,0.0884,0.136,Fleshgod Apocalypse,Temptation,
13771,death-metal,120.0,4,1,2.36e-05,0.265,0.943,0.727,0.0425,-2.963,0.118,0.25,Children Of Bodom,Blooddrunk,
13772,death-metal,140.0,4,0,0.00579,0.53,0.731,0.835,0.306,-6.393,0.0342,0.08,Insomnium,Equivalence,
13773,death-metal,115.0,4,1,4.16e-05,0.306,0.993,0.793,0.302,-4.019,0.138,0.0901,Deicide,Not Of This Earth,https://p.scdn.co/mp3-preview/afea265e9fcecd232d8c109687e145159b9f8337?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13774,death-metal,67.0,4,1,9.02e-05,0.0906,0.715,0.815,0.0791,-6.08,0.079,0.168,Nile,Von Unaussprechlichen Kulten,https://p.scdn.co/mp3-preview/a003d4ff8f958b243c352b008c3352ffa5f35c46?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13775,death-metal,109.0,4,1,6.53e-06,0.236,0.938,0.417,0.0571,-6.149,0.0844,0.12,Dark Tranquillity,The Emptiness from Which I Fed,
13776,death-metal,119.0,4,1,0.000116,0.313,0.953,0.00396,0.16,-9.315,0.112,0.238,Morbid Angel,Blood On My Hands,https://p.scdn.co/mp3-preview/a8233f719ac6fbecfe0859d0233501aab39c4917?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13777,death-metal,145.0,4,1,0.0429,0.155,0.991,0.927,0.512,-2.337,0.16,0.033,Fleshgod Apocalypse,The Betrayal,
13778,death-metal,95.0,4,0,0.000988,0.388,0.991,0.00449,0.33,-3.102,0.098,0.141,Scar Symmetry,The Anomaly,
13779,death-metal,98.0,4,0,4.28e-05,0.292,0.96,0.115,0.0742,-2.917,0.0584,0.329,Children Of Bodom,No Commands,
13780,death-metal,112.0,4,0,5.1e-06,0.211,0.977,0.835,0.285,-6.792,0.116,0.429,Decapitated,Way to Salvation,
13781,death-metal,107.0,4,1,2.75e-06,0.288,0.854,0.942,0.0827,-10.358,0.131,0.678,Suffocation,Breeding the Spawn - Pierced Version,https://p.scdn.co/mp3-preview/a08440f59592e3c0b3feab180cdaffe4d5d9e8db?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13782,death-metal,80.0,3,1,8.85e-05,0.227,0.977,0.12,0.0628,-5.004,0.191,0.26,Death,Trapped In A Corner,https://p.scdn.co/mp3-preview/4ebe3d6ca47db7c967b2e5b063e06f100bd0502b?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13783,death-metal,108.0,4,1,2.54e-05,0.271,0.919,0.746,0.326,-3.987,0.0952,0.126,Nile,What Can Be Safely Written,
13784,death-metal,115.0,4,0,8.12e-06,0.242,0.998,0.88,0.284,-5.64,0.0895,0.18,Meshuggah,Bleed,
13785,death-metal,140.0,4,0,3.76e-06,0.349,0.984,0.0106,0.207,-4.679,0.0858,0.408,Carcass,Doctrinal Expletives,
13786,death-metal,85.0,4,1,0.00024,0.229,0.847,0.912,0.0996,-5.822,0.105,0.408,Dying Fetus,Shepherd's Commandment,https://p.scdn.co/mp3-preview/b3ae772a22e48d5958950d30c166ec85891f49a1?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13787,death-metal,106.0,4,1,1.56e-06,0.166,0.947,0.839,0.0706,-7.236,0.0725,0.175,Death,Infernal Death,https://p.scdn.co/mp3-preview/98026107877e4f1fe84b9e25e9f9c4df173146ab?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13788,death-metal,103.0,4,0,1.08e-05,0.46,0.963,0.0715,0.244,-4.308,0.0721,0.307,Kataklysm,Like Angels Weeping (The Dark),
13789,death-metal,112.0,3,1,7.17e-05,0.373,0.93,0.938,0.198,-8.502,0.109,0.612,Suffocation,Jesus Wept,https://p.scdn.co/mp3-preview/e80596d1580c6013b669e9139f748bc2e5a3de67?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13790,death-metal,155.0,4,1,6.2e-06,0.392,0.966,0.635,0.344,-4.035,0.0522,0.429,Children Of Bodom,Triple Corpse Hammerblow,
13791,death-metal,130.0,3,0,5.16e-06,0.26,0.977,0.877,0.173,-7.414,0.12,0.0732,Cannibal Corpse,Staring Through The Eyes Of The Dead,https://p.scdn.co/mp3-preview/c94cf5930cea5b5381027de41b32a03e9c1955d2?cid=5ec0c1e4fb5642debb818e2be13bd1e4
13792,death-metal,152.0,4,1,1.4e-05,0.198,0.941,1.05e-06,0.113,-5.925,0.129,0.114,Entombed,Serpent Saints,
13793,death-metal,114.0,4,0,4.36e-06,0.54,0.959,0.832,0.164,-4.159,0.0873,0.527,In Flames,Pinball Map,
13794,death-metal,99.0,4,1,0.000312,0.282,0.93,0.861,0.341,-6.963,0.076,0.414,Deicide,Trick or Betrayed,https://p.scdn.co/mp3-preview/b352793c4f364a5769d98984d76f59863936c0ce?cid=5ec0c1e4fb5642debb818e2be13bd1e4
